,epoch,iteration,mode,accuracy,earliness,kappa,loss,mean_accuracy,mean_f1,mean_precision,mean_recall,loss_classification,loss_earliness
49,25,,test,0.7427364648662486,1.0,0.6303933870148132,1.150999,0.6743621762558266,0.6279603905677814,0.618516825211966,0.6743621762558266,,
50,26,,train,0.7159638554216867,1.0,0.668564980372313,1.0772674,0.7149817200341316,0.7123178484379936,0.7113808239291027,0.7149817200341316,,
51,26,,test,0.7989248688083963,1.0,0.6913226886779049,1.0421937,0.6630116922500441,0.6560689963456026,0.6651581140263124,0.6630116922500441,,
52,27,,train,0.7153012048192771,1.0,0.6678087559684858,1.0812831,0.7173125497962717,0.7161948067185998,0.715917886473001,0.7173125497962717,,
53,27,,test,0.8064763855113273,1.0,0.7011991864032262,0.9928218,0.6710615141936235,0.6619361193276293,0.6749500665657935,0.6710615141936235,,
54,28,,train,0.7224698795180723,1.0,0.6762067661736215,1.0656356,0.723929802490553,0.7231741257459163,0.72333140925581,0.723929802490553,,
55,28,,test,0.7790861384871368,1.0,0.6627222920373227,1.0478557,0.6224522280739604,0.5797793059296671,0.6426147627110029,0.6224522280739604,,
56,29,,train,0.7148192771084337,1.0,0.6672260721608103,1.0805577,0.7140987163429561,0.7145961327165857,0.7158784809822659,0.7140987163429561,,
57,29,,test,0.8089082298732881,1.0,0.7086167060409005,1.0785097,0.6754421533672244,0.6572430966571743,0.6507708349987127,0.6754421533672244,,
58,30,,train,0.7365662650602409,1.0,0.6926039307694649,1.0365922,0.7384371879060583,0.7373587347390769,0.7389776466893846,0.7384371879060583,,
59,30,,test,0.6787405606041214,1.0,0.5671331133942812,1.2031131,0.6927054144273209,0.6202933846004749,0.625639641986715,0.6927054144273209,,
60,31,,train,0.7386746987951808,1.0,0.6950949959073278,1.0344422,0.7403504533011729,0.7402055714196764,0.7405429016047366,0.7403504533011729,,
61,31,,test,0.7920133111480865,1.0,0.6900123151503597,0.9788163,0.7010567986955516,0.6763228707756795,0.6777456044264483,0.7010567986955516,,
62,32,,train,0.7539156626506024,1.0,0.7128828732036259,1.0037589,0.7547023476591654,0.7545237310768912,0.7553697296709583,0.7547023476591654,,
63,32,,test,0.7684628183796237,1.0,0.6631512046899329,1.027596,0.7021008515718596,0.6599252612037987,0.6616596038394772,0.7021008515718596,,
64,33,,train,0.7513253012048193,1.0,0.7098672458302108,1.00082,0.7513715223397932,0.7506894713883002,0.7509040361145715,0.7513715223397932,,
65,33,,test,0.7879175732753104,1.0,0.6822777770033462,0.9533041,0.6845567525765424,0.6445119606011128,0.6735954513493488,0.6845567525765424,,
66,34,,train,0.76,1.0,0.7199739259846201,0.9904066,0.7588983990119373,0.7584437800398561,0.7586168294437884,0.7588983990119373,,
67,34,,test,0.7804940483809036,1.0,0.6810288598371829,0.98238623,0.7262404954935976,0.6800295555818495,0.6739503587933713,0.7262404954935976,,
68,35,,train,0.7678313253012048,1.0,0.7291447308511769,0.96814346,0.7675638837632034,0.7670278007638032,0.7674190754992835,0.7675638837632034,,
69,35,,test,0.7286573659285805,1.0,0.625148148944428,1.0231497,0.729377224842974,0.6691403948217985,0.6694809482550118,0.729377224842974,,
70,36,,train,0.7718072289156627,1.0,0.7337292688080668,0.9611425,0.7699280255623849,0.7688549951942212,0.7692063606151501,0.7699280255623849,,
71,36,,test,0.8087802380647638,1.0,0.7124309462702948,0.9185355,0.7122366677604646,0.6921145379304913,0.6939226328442948,0.7122366677604646,,
72,37,,train,0.7810843373493976,1.0,0.7446139682667899,0.9517541,0.7818947472097735,0.781552471684452,0.7823447890546047,0.7818947472097735,,
73,37,,test,0.7298092922052989,1.0,0.6279560820050945,0.9874808,0.7430079019216004,0.6751015413259512,0.6616398772597217,0.7430079019216004,,
74,38,,train,0.7769879518072289,1.0,0.7398045763565655,0.95426506,0.7761682475846622,0.775811359798224,0.7765829791698656,0.7761682475846622,,
75,38,,test,0.7934212210418533,1.0,0.6964359957775121,0.9644806,0.7273447916258354,0.6935729386012961,0.6926898677781146,0.7273447916258354,,
76,39,,train,0.7845783132530121,1.0,0.7486320325582192,0.9474944,0.7840156674149403,0.7842371500521544,0.7857108884214584,0.7840156674149403,,
77,39,,test,0.8126199923204915,1.0,0.7175075782772526,0.94931483,0.7121270025765908,0.6860669594648362,0.6910429217335524,0.7121270025765908,,
78,40,,train,0.7810240963855422,1.0,0.7445014632489823,0.94751996,0.7797000182502903,0.7797763277153218,0.7810923779119036,0.7797000182502903,,
79,40,,test,0.8394982721105849,1.0,0.7502374305339631,0.8439554,0.706163327829489,0.6940909345251042,0.6971717940773882,0.706163327829489,,
80,41,,train,0.7951807228915663,1.0,0.7610221059124961,0.9321723,0.7958064456739445,0.7956815335888238,0.7979224896225403,0.7958064456739445,,
81,41,,test,0.8127479841290157,1.0,0.7151421611553929,0.907732,0.7078228407913435,0.6762487103664352,0.6929571081235807,0.7078228407913435,,
82,42,,train,0.7998192771084337,1.0,0.7664021531225506,0.91659135,0.8002760550456187,0.8006934877494958,0.8024910838944966,0.8002760550456187,,
83,42,,test,0.8560092154102138,1.0,0.7707507344374839,0.7975702,0.7071922498952282,0.7095405195725605,0.7269389167537862,0.7071922498952282,,
84,43,,train,0.7989156626506024,1.0,0.7653767342536346,0.927156,0.798142083927842,0.7979985536843175,0.7989526001486024,0.798142083927842,,
85,43,,test,0.7725585562523999,1.0,0.6726450626932159,1.1079956,0.731162279101562,0.6725683940306595,0.6601104884902069,0.731162279101562,,
86,44,,train,0.791144578313253,1.0,0.7563142585162825,0.9271339,0.7905668505341195,0.7901648606343,0.789926255221404,0.7905668505341195,,
87,44,,test,0.8433380263663126,1.0,0.7555730943800132,0.85673434,0.7118841178444412,0.7020811231340609,0.7186666609836443,0.7118841178444412,,
88,45,,train,0.7971084337349398,1.0,0.7632996879049347,0.91283214,0.7970296408542465,0.7965873576029312,0.7972207796588738,0.7970296408542465,,
89,45,,test,0.8099321643414822,1.0,0.7172798327057991,0.87578595,0.7387618921030813,0.7054220011202971,0.6967313072613955,0.7387618921030813,,
90,46,,train,0.8119879518072289,1.0,0.7806481028329836,0.89204884,0.8134494167168372,0.8132293662930338,0.8136329972970494,0.8134494167168372,,
91,46,,test,0.8224753615768591,1.0,0.730159962547308,0.87837136,0.7250505488651182,0.7067733065766225,0.7051733916132795,0.7250505488651182,,
92,47,,train,0.8029518072289157,1.0,0.7700949527669072,0.92043394,0.8027124920626708,0.8024008428555789,0.8043916991009736,0.8027124920626708,,
93,47,,test,0.8210674516830923,1.0,0.7304925686528054,0.89822125,0.7328386901603875,0.7033206562656328,0.6938001538920517,0.7328386901603875,,
94,48,,train,0.8113855421686746,1.0,0.7799533666896536,0.88643175,0.8119099642957801,0.8119403307945182,0.8131667013463562,0.8119099642957801,,
95,48,,test,0.8183796237040829,1.0,0.7282963987331106,0.88671577,0.7383619240613418,0.7091575539980747,0.6969986066440325,0.7383619240613418,,
96,49,,train,0.8184939759036145,1.0,0.7882011870469806,0.8850701,0.8173683837376506,0.8176285934388005,0.8194865144420147,0.8173683837376506,,
97,49,,test,0.8432100345577883,1.0,0.7597190767376067,0.8487671,0.7415046660170151,0.7253706566846025,0.7188788551423324,0.7415046660170151,,
98,50,,train,0.8218072289156626,1.0,0.7920889486757858,0.86397207,0.8220865782170367,0.8223350563620049,0.8236308059449169,0.8220865782170367,0.32182923,0.54214287
99,50,,test,0.8255471649814412,1.0,0.7367201862800685,0.89459723,0.732397722209681,0.7027225848665953,0.6809032777253751,0.732397722209681,0.35245436,0.54214287
100,51,,train,0.8226506024096386,1.0,0.7930762298093096,0.8623432,0.822672369235545,0.8224593536960604,0.8239099013104958,0.822672369235545,0.32020023,0.54214287
101,51,,test,0.7305772430564443,1.0,0.6282631917754096,0.97939235,0.7461759799029035,0.6861058305675307,0.6881266161449926,0.7461759799029035,0.43724945,0.54214287
102,52,,train,0.8204216867469879,1.0,0.790486376228914,0.85957617,0.819503491373378,0.8191061001284433,0.8189398808524812,0.819503491373378,0.31743327,0.54214287
103,52,,test,0.8392422884935364,1.0,0.7559493016841368,0.8774711,0.7501806424919089,0.7275949719109222,0.7121443293890642,0.7501806424919089,0.33532816,0.54214287
104,53,,train,0.8275903614457831,1.0,0.7988411045549538,0.8555943,0.8266237172780009,0.8268599438840359,0.8276539998348352,0.8266237172780009,0.31345144,0.54214287
105,53,,test,0.829002943811596,1.0,0.7430795853925545,0.87337095,0.749883496185159,0.7238738996693653,0.7099297547720589,0.749883496185159,0.3312281,0.54214287
106,54,,train,0.8378313253012049,1.0,0.8108009277372902,0.8408085,0.8386253881485325,0.8384077227534129,0.838411433591931,0.8386253881485325,0.29866612,0.5421425
107,54,,test,0.8315627799820812,0.9999610790307971,0.7446486564293919,0.87902427,0.7449444845221053,0.7160516117713308,0.7073073225048968,0.7449444845221053,0.33688515,0.5421391
108,55,,train,0.8371084337349397,0.9900037050247192,0.8099416500321222,0.8347364,0.8359470469166459,0.8358710323911046,0.836461907194426,0.8359470469166459,0.29765698,0.5370794
109,55,,test,0.826955074875208,0.9434400310972784,0.735080666630569,0.8722969,0.7161733783750951,0.6976682294758828,0.7037453943968602,0.7161733783750951,0.35869074,0.5136062
110,56,,train,0.8306626506024096,0.9085347652435303,0.8024315242679344,0.80777454,0.8306590056076736,0.8300974995839906,0.830491818595985,0.8306590056076736,0.31194863,0.49582583
111,56,,test,0.7897094585946499,0.9113082530886628,0.6925221133375618,0.89423394,0.7335639063465621,0.6907770341817143,0.68641817732319,0.7335639063465621,0.39710003,0.4971339
112,57,,train,0.793433734939759,0.6519442200660706,0.7589702405013025,0.7381653,0.7940161844448774,0.7937661954249834,0.796091183744324,0.7940161844448774,0.3724917,0.36567357
113,57,,test,0.7568155638039166,0.5462956562991518,0.6513579781369674,0.7849779,0.7165229771288324,0.667923298708316,0.6637731532179866,0.7165229771288324,0.472943,0.3120349
114,58,,train,0.7856626506024096,0.5648339986801147,0.7499308669531131,0.69819915,0.7845634897519093,0.7835152230810881,0.7860087381626767,0.7845634897519093,0.3765411,0.32165813
115,58,,test,0.7849737616792525,0.4808082538566594,0.6871929175762117,0.7326068,0.7276165465478351,0.6815279999731549,0.6553753990502649,0.7276165465478351,0.45276415,0.27984262
116,59,,train,0.7883734939759036,0.5716391801834106,0.7531039047295846,0.6971744,0.7888866350192265,0.7884604376288006,0.789659993698651,0.7888866350192265,0.37208068,0.32509366
117,59,,test,0.8320747472161781,0.5422883818356083,0.7430278065979066,0.6783663,0.7245361282929865,0.7050762591939892,0.6961762176765129,0.7245361282929865,0.3683393,0.31002694
118,60,,train,0.8040361445783133,0.565975546836853,0.771360518388934,0.6710805,0.804039149575573,0.8036141054372724,0.8044861614050298,0.804039149575573,0.34904256,0.322038
119,60,,test,0.7568155638039166,0.5593138181015476,0.656070289764262,0.7316707,0.7385466524291978,0.6825836538244925,0.6785657038853877,0.7385466524291978,0.41362643,0.31804425
120,61,,train,0.7957228915662651,0.5117526650428772,0.7616435362159245,0.6562593,0.7977679259067025,0.7974359607039938,0.79728362989257,0.7977679259067025,0.36179423,0.29446507
121,61,,test,0.8100601561500064,0.46519221473096417,0.7160707077848252,0.65704405,0.7256133764212073,0.6900393332406219,0.6722428561541112,0.7256133764212073,0.38566,0.27138406
122,62,,train,0.8032530120481928,0.49990496039390564,0.7703904647880829,0.6485461,0.8024790056142546,0.802126922000648,0.803980737462544,0.8024790056142546,0.35989064,0.28865546
123,62,,test,0.8245232305132472,0.502576016849406,0.7344517937183046,0.6729724,0.7215265502034606,0.6961464205604323,0.679834686667143,0.7215265502034606,0.3831384,0.28983402
124,63,,train,0.8082530120481928,0.5082107186317444,0.7762772069612187,0.6432818,0.807121748702384,0.8062517982090791,0.80695891073963,0.807121748702384,0.35043934,0.29284245
125,63,,test,0.8272110584922565,0.49766607761329484,0.738379997091995,0.65346265,0.7323745236613585,0.7121685122067267,0.7027713182479642,0.7323745236613585,0.36608812,0.28737456
126,64,,train,0.7987349397590362,0.49293360114097595,0.7651809289313163,0.6494424,0.7970446596429914,0.7959303534513371,0.7962233788182828,0.7970446596429914,0.36405748,0.28538498
127,64,,test,0.7441443747600154,0.49204791662278113,0.6417769375964686,0.75243604,0.738569291100668,0.6769524101258473,0.6630187503087539,0.738569291100668,0.46776128,0.2846748
128,65,,train,0.8101807228915663,0.48254814743995667,0.7785594644290973,0.63633215,0.8114301245428059,0.8104754862651268,0.8112315790262794,0.8114301245428059,0.35622883,0.28010333
129,65,,test,0.7953410981697171,0.4773360234059024,0.6972391467645971,0.6841516,0.7243906572909827,0.6836073372742114,0.6663589010460461,0.7243906572909827,0.40683764,0.27731395
130,66,,train,0.8157831325301205,0.4959908127784729,0.7850583718520994,0.6309628,0.8165524019029683,0.8158889809843901,0.8169221429137467,0.8165524019029683,0.34431133,0.28665137
131,66,,test,0.8045565083834635,0.47345649145812263,0.711904081450065,0.67517525,0.746322657109352,0.710137896890947,0.6960628684980058,0.746322657109352,0.39964634,0.27552894
132,67,,train,0.8196385542168675,0.4860560894012451,0.7895784079412012,0.6193878,0.8195289689062136,0.8189639215453134,0.8199581024937388,0.8195289689062136,0.33763102,0.28175676
133,67,,test,0.7839498272110585,0.4699359979084162,0.6860035470102667,0.68426216,0.7364416056393006,0.6981479172343049,0.6891909086147201,0.7364416056393006,0.41056168,0.27370048
134,68,,train,0.7995783132530121,0.4921609163284302,0.7661638989944666,0.6498371,0.7994778241522489,0.7990895461024756,0.7989873927222645,0.7994778241522489,0.36499482,0.28484222
135,68,,test,0.7310892102905414,0.539216351656415,0.6270110108818192,0.80052483,0.7364846799453576,0.6813979781306028,0.6763191719750042,0.7364846799453576,0.49252003,0.30800486
136,69,,train,0.7868072289156627,0.5109716057777405,0.7512625603253094,0.66432,0.7867563417909532,0.7852281769568618,0.789548323118743,0.7867563417909532,0.37009647,0.2942235
137,69,,test,0.8041725329578907,0.4830715589584387,0.7080456890964246,0.70392954,0.726730965382307,0.6919675246231382,0.678751502072734,0.726730965382307,0.4237303,0.28019926
138,70,,train,0.8143373493975904,0.5024839639663696,0.7833847419088256,0.6340408,0.8143612425855066,0.8134090036663656,0.8156022496195474,0.8143612425855066,0.34414127,0.2898995
139,70,,test,0.769102777422245,0.48047929075297013,0.6675513470718016,0.7031969,0.7314745699701583,0.6910569241900096,0.6906775175257874,0.7314745699701583,0.42429847,0.27889842
140,71,,train,0.8066265060240964,0.5075358152389526,0.7743737369098944,0.64549625,0.8072145717855356,0.8069268752825204,0.8073005265022559,0.8072145717855356,0.35316467,0.29233152
141,71,,test,0.7698707282733905,0.49193499369803956,0.670296065659079,0.7168868,0.7368095386932804,0.6771346300485843,0.6564027498243579,0.7368095386932804,0.43226153,0.28462523
142,72,,train,0.8251204819277108,0.49764931201934814,0.7959537827090746,0.6181804,0.8245885820061308,0.8240330712758528,0.8250275688956709,0.8245885820061308,0.33079147,0.28738892
143,72,,test,0.8291309356201203,0.4409490780969133,0.7375248062700799,0.6447784,0.7134304172457228,0.6971556494605968,0.6944037113820075,0.7134304172457228,0.38542253,0.2593559
144,73,,train,0.813855421686747,0.5080845355987549,0.7827975940050713,0.6358214,0.8129501169827014,0.8126977542912134,0.8140400380653665,0.8129501169827014,0.34314296,0.29267845
145,73,,test,0.8012287213618329,0.4877964768486336,0.7081633731472683,0.6832794,0.745263360833233,0.7026717691159182,0.6797390211003791,0.745263360833233,0.40071362,0.28256577
146,74,,train,0.8240963855421687,0.4880731701850891,0.7947460380474161,0.61785173,0.823738006461373,0.8233177018635907,0.8242852924610127,0.823738006461373,0.33506954,0.2827822
147,74,,test,0.8566491744528351,0.45087310239018086,0.7753224936498004,0.5984264,0.7274583749607596,0.723789759370668,0.7243664712156094,0.7274583749607596,0.3339759,0.26445055
148,75,,train,0.8218072289156626,0.5023325681686401,0.7921244369195429,0.61559886,0.8220252531466503,0.8211204500162782,0.8222551977331113,0.8220252531466503,0.32598224,0.28961664
149,75,,test,0.7788301548700883,0.47847641054639223,0.6798340973267669,0.7547915,0.7267448713389808,0.6784842670711665,0.6546764500539373,0.7267448713389808,0.47686258,0.2779289
150,76,,train,0.8243975903614458,0.4878721833229065,0.7951095175175287,0.6140674,0.824749882238933,0.8244881336290251,0.8247783460463861,0.824749882238933,0.33154523,0.28252214
151,76,,test,0.8337386407269934,0.4872525323041301,0.7482027626949104,0.631457,0.7404208635864437,0.7167462838842998,0.7025578245223781,0.7404208635864437,0.34921977,0.28223726
152,77,,train,0.8304216867469879,0.49146944284439087,0.8021578239567303,0.60225594,0.8306811163743283,0.8304350487524138,0.8308007700762677,0.8306811163743283,0.31788024,0.2843757
153,77,,test,0.7532317931652375,0.49053604953972874,0.6518283579390085,0.7475046,0.7397794129531498,0.6710356754466631,0.6595361335071662,0.7397794129531498,0.46350917,0.28399545
154,78,,train,0.829578313253012,0.47838345170021057,0.8011782504719918,0.60611075,0.8299578194926163,0.8294367266333678,0.8296730853761479,0.8299578194926163,0.32809666,0.27801397
155,78,,test,0.7915013439139895,0.470771078982523,0.6948543787387292,0.6748275,0.7355176360577377,0.6868860206256419,0.6664539632064187,0.7355176360577377,0.40063593,0.27419162
156,79,,train,0.8301204819277108,0.48827064037323,0.8017974236806715,0.60248095,0.8320063176472152,0.8313583417303392,0.8314571921953615,0.8320063176472152,0.319739,0.28274193
157,79,,test,0.8089082298732881,0.4653229414619846,0.7135890460711533,0.6951773,0.7202118826281735,0.6911960588714158,0.6821669610761169,0.7202118826281735,0.42386466,0.27131265
158,80,,train,0.8386144578313253,0.48080819845199585,0.8116866666746274,0.59165585,0.8381391661031353,0.83800598768829,0.8393922010785404,0.8381391661031353,0.3124816,0.27917427
159,80,,test,0.8332266734928965,0.43975289326251965,0.7467909369395869,0.6311765,0.7450325426148166,0.7201174296986693,0.7057900574904135,0.7450325426148166,0.37228456,0.25889188
160,81,,train,0.8412650602409638,0.49155113101005554,0.8148211110165198,0.58646125,0.8408051451583807,0.8399380183632094,0.8402130127212731,0.8408051451583807,0.3019569,0.28450435
161,81,,test,0.8025086394470754,0.4617875158646149,0.7090330935644915,0.68617886,0.738317429843672,0.6963001843503751,0.6714152460618469,0.738317429843672,0.41636667,0.2698122
162,82,,train,0.8390963855421687,0.47849440574645996,0.8122668024643517,0.58727497,0.839648224026045,0.8388474911598633,0.8407295433337583,0.839648224026045,0.30930522,0.27796972
163,82,,test,0.8323307308332267,0.4627509072233808,0.7463685711064221,0.662243,0.7366149667885757,0.7076547429085782,0.6847335427783836,0.7366149667885757,0.39199135,0.2702517
164,83,,train,0.8271084337349398,0.4858627915382385,0.7982672493929578,0.6048786,0.8272629026930401,0.8269021367353491,0.8272117166121725,0.8272629026930401,0.32322192,0.2816566
165,83,,test,0.8222193779598106,0.5000254289151149,0.7329542104583994,0.69137484,0.7409344861512128,0.7062794459588104,0.6934473130055917,0.7409344861512128,0.4028031,0.28857172
166,84,,train,0.8271084337349398,0.49974364042282104,0.798246646392548,0.61397815,0.8274977358223238,0.8269689311332058,0.8290539840519106,0.8274977358223238,0.3255052,0.2884729
167,84,,test,0.6060412133623448,0.5157060400955651,0.5015084767907251,0.961313,0.7028263208397906,0.5954630823154999,0.5927048584421905,0.7028263208397906,0.66497004,0.296343
168,85,,train,0.7953012048192771,0.5071505308151245,0.7611855167755311,0.6498686,0.7960727789763408,0.7951911313543621,0.795509246886948,0.7960727789763408,0.35779995,0.29206872
169,85,,test,0.8282349929604506,0.4763607500430078,0.7390323376467187,0.68374336,0.7257496616903272,0.7033461811856875,0.6851767331211841,0.7257496616903272,0.4068424,0.276901
170,86,,train,0.8156626506024096,0.501589834690094,0.7849334710432031,0.63124925,0.8152026838141406,0.8142608081388237,0.8150604526126477,0.8152026838141406,0.34196535,0.2892839
171,86,,test,0.8187635991296557,0.48619796603787496,0.726461006529406,0.6788616,0.7220771990246045,0.6982777706138421,0.6888252040966351,0.7220771990246045,0.39707857,0.28178304
172,87,,train,0.8382530120481928,0.4898604154586792,0.8112786774235605,0.5954611,0.8389006119145976,0.8384909957116321,0.8395519173463496,0.8389006119145976,0.31184384,0.28361726
173,87,,test,0.8567771662613592,0.4327705262444178,0.7751045493141467,0.58497906,0.7292232130360807,0.7244605003354501,0.7255704186160828,0.7292232130360807,0.32947057,0.25550854
174,88,,train,0.8400602409638555,0.48156675696372986,0.8133813068103455,0.59369963,0.8393578644325582,0.8392729600340291,0.8404160624874739,0.8393578644325582,0.31416345,0.27953625
175,88,,test,0.8195315499808012,0.48449350735696833,0.7285062487161671,0.65476495,0.737022196254344,0.7035332741105265,0.6872405975875019,0.737022196254344,0.37395316,0.2808118
