,accuracy,earliness,score,nsamples,total_runtimes
0,0.25,0.018115942028986,0.245471014492754,50,0.0375
1,0.730769230769231,0.671125975473801,0.240331017922991,75,0.039444444444445
2,0.8125,0.790760869565217,0.170006793478261,100,0.040555555555556
3,0.841269841269841,0.798941798941799,0.169144200890233,250,0.041111111111111
4,0.8,0.669135802469136,0.264691358024691,500,0.041666666666667
5,0.843601895734597,0.838175698880418,0.136515287200406,750,0.041944444444445
6,0.884892086330935,0.643572098842665,0.31540022908167,1000,0.041944444444445
7,0.901129943502825,0.404527962007697,0.536597683953516,2500,0.048333333333333
8,0.914084507042254,0.376467059636217,0.569961800417035,5000,0.059722222222222
