,accuracy,earliness,score,nsamples,total_runtimes
0,0.6875,0.05,0.653125,50,0.300277777777778
1,0.478260869565217,0.060869565217391,0.449149338374291,100,0.473611111111111
2,0.548387096774194,0.055645161290323,0.517872008324662,250,1.29111111111111
3,0.592592592592593,0.051111111111111,0.562304526748972,500,2.92222222222222
4,0.570707070707071,0.05,0.542171717171718,750,5.09666666666667
5,0.496296296296296,0.060185185185185,0.466426611796982,1000,7.77416666666667
