,accuracy,earliness,score,nsamples,total_runtimes
0,0.35,0.05,0.3325,50,0.225833333333333
1,0.523809523809524,0.387301587301587,0.320937263794407,250,1.16361111111111
2,0.644444444444444,0.361111111111111,0.411728395061728,500,2.7
3,0.706161137440758,0.430094786729858,0.402444913636261,750,4.64222222222222
4,0.712230215827338,0.372122302158273,0.447193468246985,1000,7.08666666666667
5,0.77683615819209,0.379590395480226,0.481956613680615,2500,30.2577777777778
6,0.776760563380282,0.352640845070423,0.502843061892482,5000,104.291111111111
