,epoch,iteration,mode,accuracy,earliness,earliness_reward,kappa,loss,loss_classification,mean_accuracy,mean_f1,mean_precision,mean_recall
164,83,,train,0.8893373493975903,0.5927338600158691,1.4993851,0.8708697886615906,2.414719,3.9141042,0.8891825816070474,0.8894365677828857,0.8905464722722339,0.8891825816070474
165,83,,test,0.7897094585946499,0.5439220614037398,1.4168556,0.6979711477387149,3.4992185,4.9160743,0.7660986122894231,0.719762915483755,0.7099553035799276,0.7660986122894231
166,84,,train,0.8856626506024097,0.5857009291648865,1.4978222,0.8665835434280755,2.42947,3.9272923,0.8863263046183718,0.8862057626941889,0.8866231213600729,0.8863263046183718
167,84,,test,0.8384743376423909,0.5209674858776401,1.5175045,0.7554970600399169,2.9101934,4.427698,0.7596449887941258,0.738273619772368,0.7285586043928831,0.7596449887941258
168,85,,train,0.8832530120481927,0.5765865445137024,1.4963465,0.8637996896767707,2.4404507,3.9367971,0.8839015292432382,0.8835205941802453,0.8841503621769048,0.8839015292432382
169,85,,test,0.8296429028542174,0.5356199937594793,1.5118314,0.7452980973473816,2.9317946,4.443626,0.764550248731035,0.7375185676843178,0.7271271824216008,0.764550248731035
170,86,,train,0.8874096385542168,0.5881235599517822,1.5057449,0.8686366759038697,2.4293728,3.9351177,0.8868273588984469,0.8866521743879462,0.8871493342457456,0.8868273588984469
171,86,,test,0.8310508127479841,0.5471190775395671,1.4957016,0.7476923739349934,2.9979382,4.49364,0.7737137251277515,0.7397998422431441,0.7205209495367303,0.7737137251277515
172,87,,train,0.8876506024096386,0.5778648853302002,1.5060194,0.8689189739440143,2.3951688,3.9011881,0.8883426512103586,0.8882300522643521,0.8884017582700399,0.8883426512103586
173,87,,test,0.8576731089210291,0.5100100097381965,1.5731227,0.7803593866595631,2.678491,4.2516136,0.7563471183887468,0.742674178764407,0.7318894146796684,0.7563471183887468
174,88,,train,0.8886144578313253,0.5838297605514526,1.5030991,0.8700414453274263,2.4022105,3.9053097,0.8882112131174805,0.8881855216144594,0.888445801718641,0.8882112131174805
175,88,,test,0.8176116728529375,0.5518887641443027,1.4501803,0.7305136069688176,3.3133767,4.7635565,0.7692772490255402,0.7273273501585861,0.7100969294704254,0.7692772490255402
176,89,,train,0.8952409638554217,0.5818077921867371,1.5184518,0.8777756797880485,2.2985067,3.8169587,0.8948508014712526,0.8947712924543744,0.8950989706691751,0.8948508014712526
177,89,,test,0.8464098297708946,0.5416630241686327,1.5591947,0.7667524349114255,2.8046796,4.3638744,0.7624089811144749,0.7376368260444214,0.7173344056697278,0.7624089811144749
178,90,,train,0.8970481927710844,0.5819171071052551,1.5291417,0.8798877810608627,2.2819495,3.8110912,0.896631091535807,0.8964370274040826,0.8965161227314805,0.896631091535807
179,90,,test,0.8487136823243312,0.5284438228060752,1.5316923,0.7692461996445754,2.8246973,4.3563895,0.7568409774968563,0.7385771410796593,0.7279889702823459,0.7568409774968563
180,91,,train,0.8921686746987951,0.5750811100006104,1.5177014,0.8741945811252818,2.3543682,3.8720694,0.892706366021829,0.8924859469187686,0.8930426850247536,0.892706366021829
181,91,,test,0.8218354025342378,0.5221337243313603,1.5181452,0.7362633972954505,2.9699597,4.488105,0.7713107818753926,0.7308243254596108,0.7153346463072031,0.7713107818753926
182,92,,train,0.8954819277108433,0.578761875629425,1.5284495,0.878054256909064,2.2909205,3.8193696,0.8948634050525535,0.8947169447138626,0.8949237018905282,0.8948634050525535
183,92,,test,0.8700883143478817,0.5151618514378651,1.6241891,0.7970633095980014,2.4051533,4.0293427,0.7596492065376926,0.7554365287345565,0.7528517302321577,0.7596492065376926
184,93,,train,0.8880722891566265,0.576209306716919,1.5158905,0.8694009778692184,2.3506718,3.866562,0.8878536371297423,0.8878612518839457,0.8882052723971681,0.8878536371297423
185,93,,test,0.841546141046973,0.5219965875717967,1.554881,0.7589142342807248,2.8972974,4.452178,0.7444439596738588,0.7206544716802069,0.7063522539396075,0.7444439596738588
186,94,,train,0.8895783132530121,0.5701529383659363,1.5157516,0.8711698701587579,2.3874679,3.903219,0.8898440466585819,0.8894120697356838,0.8897006632860105,0.8898440466585819
187,94,,test,0.8076283117880456,0.5257210637542482,1.4423721,0.7189921493278163,3.3179579,4.7603297,0.7657482876782871,0.7260215264524772,0.7182461778009921,0.7657482876782871
188,95,,train,0.8959638554216868,0.5755922198295593,1.5223477,0.8786194577951901,2.2818077,3.8041553,0.8957993871434713,0.8956296840712957,0.8955577227166557,0.8957993871434713
189,95,,test,0.8388583130679637,0.5330292039474146,1.5050998,0.7579545583171381,3.0496874,4.554787,0.7712862769471351,0.7403136597956503,0.7194572619530899,0.7712862769471351
190,96,,train,0.8960843373493976,0.5686191320419312,1.5341386,0.8787504248710448,2.2970035,3.8311417,0.8961305960388526,0.8960693737114207,0.8964951343203673,0.8961305960388526
191,96,,test,0.8410341738128759,0.4929841839882808,1.588372,0.7594803986265634,2.7569304,4.345302,0.7597149936320747,0.7368970338003242,0.7276350707796737,0.7597149936320747
192,97,,train,0.8939156626506024,0.5799349546432495,1.5172892,0.876228321998774,2.3413177,3.8586066,0.8937170018151884,0.8936265167868892,0.8939570794579813,0.8937170018151884
193,97,,test,0.842570075515167,0.5582535028323713,1.4942846,0.7603514981351163,2.977484,4.4717684,0.7561978355626753,0.7321157138563333,0.7167781384417482,0.7561978355626753
194,98,,train,0.892289156626506,0.5772218108177185,1.5176562,0.8743328515996674,2.3483741,3.86603,0.8925572704017155,0.8924318815215215,0.8926926643596776,0.8925572704017155
195,98,,test,0.8434660181748368,0.5162516632611505,1.549953,0.7625719439784724,2.8680964,4.418049,0.7605429509013552,0.7374095047141773,0.7213421629351336,0.7605429509013552
196,99,,train,0.9001807228915663,0.5687930583953857,1.5436732,0.8835444894411785,2.2378492,3.7815225,0.8997080681767583,0.89950846584891,0.8997545578980503,0.8997080681767583
197,99,,test,0.8080122872136183,0.5348480804035362,1.4455585,0.7197302915534369,3.3332186,4.778777,0.7754108883525904,0.7324159611960696,0.7198904598153598,0.7754108883525904
198,100,,train,0.9048192771084337,0.579586923122406,1.5427352,0.888945435672014,2.186342,3.7290773,0.9040874671899735,0.9041403008979909,0.904487528560761,0.9040874671899735
199,100,,test,0.8549852809420198,0.5105252312108541,1.5978818,0.7770909212787109,2.7000856,4.2979674,0.7564396141442932,0.7404248608862197,0.7292902974046883,0.7564396141442932
