,epoch,iteration,mode,accuracy,earliness,earliness_reward,kappa,loss,loss_classification,mean_accuracy,mean_f1,mean_precision,mean_recall
35,18,,test,0.7577115064635863,1.0,0.86774075,0.6430276622981952,5.6153145,6.483055,0.6472148939019684,0.6145253144576194,0.607403339799726,0.6472148939019684
36,19,,train,0.6894578313253013,1.0,0.9074639,0.6377072275242558,5.196196,6.10366,0.6898822338231737,0.6894897417803512,0.6896476115866937,0.6898822338231737
37,19,,test,0.7647510559324203,1.0,0.9045546,0.6381872443458465,5.324438,6.2289925,0.6099867080519612,0.5971705686526051,0.6136590984954398,0.6099867080519612
38,20,,train,0.6981927710843373,1.0,0.91959065,0.6477575413074866,5.165783,6.085374,0.6974826285027904,0.697745428033403,0.7007033936803853,0.6974826285027904
39,20,,test,0.7116344553948547,1.0,0.89567524,0.5951219696202477,5.3534694,6.2491446,0.6645031950552235,0.6066796830667266,0.6335007066253345,0.6645031950552235
40,21,,train,0.7121686746987952,1.0,0.9359747,0.6641559435501266,5.0802684,6.0162435,0.7114525009226842,0.711065534945125,0.7116436081177658,0.7114525009226842
41,21,,test,0.7465762191219762,1.0,0.92559415,0.6292883071373314,5.009938,5.9355316,0.6540551775648418,0.5996743298691435,0.6630971602015656,0.6540551775648418
42,22,,train,0.7171686746987952,1.0,0.9443026,0.6699928118415812,4.955522,5.8998246,0.7184065351440285,0.7188537463614237,0.7203258142379914,0.7184065351440285
43,22,,test,0.7963650326379111,1.0,0.94070995,0.6911537139546536,5.113982,6.054692,0.67057212715694,0.6544293143658603,0.6627733267889647,0.67057212715694
44,23,,train,0.738132530120482,1.0,0.98033166,0.6944887360222846,4.728964,5.7092953,0.7367003368682913,0.7360833258165934,0.7360640403774574,0.7367003368682913
45,23,,test,0.7345449891206963,1.0,0.92041135,0.6247708679868006,5.5083523,6.4287634,0.6853576033232391,0.6318831285786553,0.6129462621529452,0.6853576033232391
46,24,,train,0.7390361445783132,1.0,0.99616295,0.6955444982741522,4.6555977,5.65176,0.7383106666905138,0.737425471433511,0.7378615939837191,0.7383106666905138
47,24,,test,0.7853577371048253,1.0,1.0419986,0.6744820225143127,4.355075,5.3970737,0.6636398192542389,0.6384972066135307,0.6788023982928839,0.6636398192542389
48,25,,train,0.7374698795180723,1.0,1.0035007,0.6936414526048703,4.595693,5.5991936,0.7373977639696963,0.7376030423252022,0.7400387795487621,0.7373977639696963
49,25,,test,0.763599129655702,1.0,1.0062828,0.6570033329165098,4.731126,5.7374086,0.6974061228023289,0.6612817096290428,0.6608393563074726,0.6974061228023289
50,26,,train,0.7533734939759036,1.0,1.0289026,0.7122679656542777,4.4707556,5.499658,0.7529673593675424,0.7528169790383029,0.7533696013007957,0.7529673593675424
51,26,,test,0.7920133111480865,1.0,1.0474365,0.6897606657588459,4.181989,5.2294264,0.6996016668258905,0.6771159769476238,0.6867046138245119,0.6996016668258905
52,27,,train,0.7581927710843374,1.0,1.0308502,0.7178358503821975,4.4400268,5.4708767,0.7599137319902992,0.7604766926244407,0.7642802707377462,0.7599137319902992
53,27,,test,0.8035325739152694,1.0,1.1170012,0.7005430271695362,3.8824344,4.9994354,0.6906637837829038,0.6640427334004556,0.6951156275685392,0.6906637837829038
54,28,,train,0.760421686746988,1.0,1.0510247,0.72047544367191,4.3159776,5.3670015,0.7615173174355973,0.7614306129522458,0.7630447656125258,0.7615173174355973
55,28,,test,0.6925636759247408,1.0,1.0051199,0.5840711077226368,4.7551146,5.7602344,0.7138024996826247,0.6480745616285004,0.6774019925380845,0.7138024996826247
56,29,,train,0.7626506024096386,1.0,1.0579352,0.7230078476352413,4.261137,5.3190727,0.7619368741731146,0.7625316966376482,0.7664087924856597,0.7619368741731146
57,29,,test,0.797772942531678,1.0,1.1282911,0.7000171053728634,3.8377876,4.9660788,0.7194273446235911,0.684645421098214,0.6767866962550789,0.7194273446235911
58,30,,train,0.7793975903614457,1.0,1.0815573,0.7425729693910618,4.087245,5.1688027,0.7809478784166258,0.7814432475271256,0.7829840167021386,0.7809478784166258
59,30,,test,0.8191475745552285,1.0,1.1215459,0.7247782124688849,4.0071607,5.128707,0.7133957774595941,0.6951558525152508,0.6916223988073168,0.7133957774595941
60,31,,train,0.7816265060240963,1.0,1.0867647,0.7452204359350953,4.052181,5.138945,0.7831512594394537,0.7835904840911956,0.7861990326419452,0.7831512594394537
61,31,,test,0.8151798284909766,1.0,1.1807334,0.7213005627237713,3.7178998,4.898633,0.7264865258138318,0.7019665083796356,0.6995699584665751,0.7264865258138318
62,32,,train,0.7828915662650603,1.0,1.1061604,0.7466840425702949,3.9495337,5.055694,0.7834999772536265,0.7840041651380629,0.7881906974121679,0.7834999772536265
63,32,,test,0.7825419173172917,1.0,1.1561413,0.6850191373906186,3.9417818,5.0979233,0.7377897266441068,0.6923457410909181,0.6819977249372594,0.7377897266441068
64,33,,train,0.7769879518072289,1.0,1.1079414,0.7398059148888454,4.008747,5.1166883,0.7769536005308412,0.776544987680288,0.7777843446859747,0.7769536005308412
65,33,,test,0.811852041469346,1.0,1.1862789,0.7110445053619916,3.5765853,4.762864,0.6868810369215848,0.6712361839828725,0.7008879262005732,0.6868810369215848
66,34,,train,0.7882530120481928,1.0,1.1092825,0.7529286114938996,3.9188175,5.0280995,0.7872017487457125,0.7872198054500011,0.7890003660394945,0.7872017487457125
67,34,,test,0.8256751567899654,1.0,1.1545616,0.7350621262817784,3.705418,4.8599796,0.7366396425520393,0.7187646589161026,0.7205881776206233,0.7366396425520393
68,35,,train,0.8010240963855422,1.0,1.1378608,0.7678731106731744,3.7793524,4.917213,0.8008738072941393,0.8007786915619787,0.8027017584917837,0.8008738072941393
69,35,,test,0.7749904006143606,1.0,1.1191026,0.675354954443227,3.99506,5.1141624,0.7412624392112425,0.6946293667381225,0.6975122195571885,0.7412624392112425
70,36,,train,0.8042168674698795,1.0,1.1386383,0.7715588363047065,3.72385,4.8624883,0.8027657622901376,0.8027802414846376,0.804727321331651,0.8027657622901376
71,36,,test,0.8114680660437732,1.0,1.2406288,0.7206793304118516,3.392632,4.6332607,0.742413903048177,0.7080405514976166,0.6969445564981466,0.742413903048177
72,37,,train,0.8119277108433735,1.0,1.1420038,0.780586623203186,3.6814125,4.823416,0.812485146124004,0.812718173639295,0.8145467204726938,0.812485146124004
73,37,,test,0.7817739664661462,0.9999398494112319,1.1484131,0.6857219154923516,4.0159917,5.164405,0.7512741461467093,0.7085847872433308,0.7068073907888172,0.7512741461467093
74,38,,train,0.8160240963855422,0.9999566674232483,1.161235,0.7853447330628524,3.6182652,4.7794995,0.8153377818275241,0.8155774758374313,0.8183004435698705,0.8153377818275241
75,38,,test,0.7533597849737617,0.9999787703804348,1.105941,0.6532832415489055,4.196431,5.3023725,0.7460713969439254,0.6963177647551786,0.7018316990161264,0.7460713969439254
76,39,,train,0.8183132530120482,0.9561380743980408,1.1795013,0.7879944389784802,3.5731678,4.7526684,0.8179977155044347,0.8182479249951591,0.8200116602548876,0.8179977155044347
77,39,,test,0.7954690899782414,0.683137047123392,1.3044676,0.6980780061247838,3.648161,4.952628,0.730724168966263,0.6882718130729257,0.6883722829039651,0.730724168966263
78,40,,train,0.8095180722891566,0.8662036061286926,1.2109423,0.7777364362471606,3.52523,4.7361727,0.808561870389565,0.8087484200602539,0.8109831633247069,0.808561870389565
79,40,,test,0.8369384359400999,0.6870166695850537,1.414525,0.7475675341465299,2.9911876,4.405712,0.7236906362824508,0.7114491042332327,0.7217951493599977,0.7236906362824508
80,41,,train,0.8122289156626507,0.8695560097694397,1.2102947,0.7809059266521592,3.5707135,4.7810082,0.8125493149219974,0.812094477154373,0.8147733329164423,0.8125493149219974
81,41,,test,0.8176116728529375,0.6734533399293268,1.3678694,0.7260451053719423,3.196177,4.5640464,0.7452182572402002,0.7156876085422664,0.7240999717711192,0.7452182572402002
82,42,,train,0.8192771084337349,0.8667190670967102,1.2173432,0.7891138306543577,3.50748,4.724823,0.8198648358964583,0.8201765662636785,0.8216611361696952,0.8198648358964583
83,42,,test,0.8622808140279022,0.7157928264512063,1.5099169,0.7770150541312457,2.579278,4.0891953,0.7007834319923888,0.7157265765283329,0.7613062525806649,0.7007834319923888
84,43,,train,0.8198795180722892,0.874917209148407,1.1944888,0.7898414602066346,3.5953789,4.7898674,0.8190666577389701,0.8191561140437081,0.822468632757351,0.8190666577389701
85,43,,test,0.7957250735952899,0.7286360742911611,1.2800128,0.7020595622444028,3.897296,5.177309,0.7475872587395778,0.7013464153683182,0.6788455874626956,0.7475872587395778
86,44,,train,0.8212048192771084,0.8677868843078613,1.2247891,0.7914202148496082,3.4835987,4.708388,0.8212235259655929,0.820740118211238,0.8227164929638289,0.8212235259655929
87,44,,test,0.8014847049788814,0.689730692675858,1.3656287,0.7086460545102344,3.2436786,4.6093073,0.7540105486404117,0.7191382694421271,0.712211670439779,0.7540105486404117
88,45,,train,0.8318072289156626,0.8641642928123474,1.2489021,0.8037968753931046,3.3182075,4.56711,0.8321449838181413,0.8319180003041634,0.8337450378679623,0.8321449838181413
89,45,,test,0.7316011775246384,0.7051232639986027,1.2472928,0.6295024601412701,4.0989146,5.3462076,0.7459398149049615,0.6865154068551601,0.7004637106331811,0.7459398149049615
90,46,,train,0.8239156626506025,0.8675316572189331,1.2379067,0.7945674201053243,3.375146,4.613053,0.8253761773054281,0.8250894511545311,0.8256733946906213,0.8253761773054281
91,46,,test,0.7808780238064764,0.7188376750373905,1.2606785,0.6826471536220454,3.7634974,5.0241756,0.7465495680377651,0.6995934290740555,0.6975183770725976,0.7465495680377651
92,47,,train,0.826987951807229,0.8629165291786194,1.2441319,0.7981441183471476,3.3624592,4.6065907,0.8267252130195922,0.8267169195130666,0.8284290483860298,0.8267252130195922
93,47,,test,0.8398822475361577,0.69766607487045,1.3605882,0.7569761010137467,3.2162757,4.5768642,0.7549905650254296,0.7306517816607948,0.7153301762164894,0.7549905650254296
94,48,,train,0.8369277108433735,0.8163065910339355,1.2825506,0.8097486095803884,3.1915536,4.4741044,0.8373579500275922,0.8374045155406611,0.8389129815573622,0.8373579500275922
95,48,,test,0.8302828618968386,0.6551177399089638,1.4074283,0.7456913060694303,3.1763413,4.58377,0.7540181937272756,0.7252273163981217,0.708617771973432,0.7540181937272756
96,49,,train,0.8379518072289157,0.7914126515388489,1.2887474,0.8109060797210128,3.2354374,4.524185,0.8367845088554132,0.8367992438373404,0.8392028658588961,0.8367845088554132
97,49,,test,0.8210674516830923,0.6366402689787314,1.3918316,0.734095688630291,3.1862893,4.5781207,0.7636395191334059,0.7302783905355905,0.7180060677592337,0.7636395191334059
98,50,,train,0.8409036144578313,0.7915971279144287,1.3028873,0.8143652941561842,3.1700912,4.4729786,0.8410472230513484,0.841291259775522,0.8432849781189244,0.8410472230513484
99,50,,test,0.777166261359273,0.6692664831813138,1.3138976,0.681054559224726,3.6779532,4.991851,0.7624151539674123,0.7093551818045386,0.7150838030170804,0.7624151539674123
100,51,,train,0.841566265060241,0.7940546870231628,1.2935988,0.8151377363808482,3.1938078,4.4874063,0.8412817074227528,0.8412616592236437,0.8439995360081527,0.8412817074227528
101,51,,test,0.7839498272110585,0.6540887177573096,1.285884,0.6879742871777765,3.6948538,4.9807377,0.7473334024913841,0.7064231773315937,0.7019053369707766,0.7473334024913841
102,52,,train,0.8440963855421687,0.7889008522033691,1.3084321,0.8181253378679115,3.1136487,4.422081,0.8436227331233928,0.8434351112580132,0.8448610430778786,0.8436227331233928
103,52,,test,0.858697043389223,0.5940516471112796,1.513881,0.7798724132835751,2.6907196,4.2046003,0.744930063887563,0.7381662603200188,0.7383411896639908,0.744930063887563
104,53,,train,0.8480722891566265,0.7927702069282532,1.3060646,0.8227342386265714,3.0924516,4.3985167,0.8469570867574138,0.8468557721875397,0.8480523622455723,0.8469570867574138
105,53,,test,0.8016126967874057,0.6317792620957267,1.374062,0.711210507095191,3.3048742,4.678936,0.7615811209498627,0.7202910352268618,0.7060075954536476,0.7615811209498627
106,54,,train,0.8489759036144578,0.7822575569152832,1.3205246,0.8238069025058539,3.0429006,4.363425,0.8497137229141316,0.8493660334066223,0.8504995564031308,0.8497137229141316
107,54,,test,0.790221425828747,0.6220369457917299,1.3300067,0.69536607459722,3.5000134,4.83002,0.7549411311734985,0.7156809449401484,0.7172666724589524,0.7549411311734985
108,55,,train,0.8523493975903614,0.7528676390647888,1.3453144,0.8277357748613704,2.9593813,4.3046956,0.8514630842502893,0.8511834295437538,0.8520834074796845,0.8514630842502893
109,55,,test,0.8229873288109562,0.6362674669849244,1.4067591,0.7365568942666186,3.2763553,4.6831145,0.7610268734273703,0.7214488064769228,0.6987069807117999,0.7610268734273703
110,56,,train,0.8472891566265061,0.6503209471702576,1.3817188,0.8218272745390579,2.9769764,4.3586955,0.8472071536032661,0.8469302251666565,0.8474491337966992,0.8472071536032661
111,56,,test,0.7720465890183028,0.587575378863681,1.3352894,0.6746824572103702,3.686768,5.022057,0.7609344497436867,0.7142676902389006,0.7246082429780998,0.7609344497436867
112,57,,train,0.841566265060241,0.6139785647392273,1.3854057,0.8151366005784602,3.0621958,4.4476013,0.8418792546462347,0.8416248126320772,0.8425071595110512,0.8418792546462347
113,57,,test,0.7683348265710994,0.5753626946103317,1.3490922,0.6734502915226129,3.5286798,4.8777723,0.7757203066277133,0.7149522704603095,0.706931168066525,0.7757203066277133
114,58,,train,0.8527710843373494,0.6027374863624573,1.4066244,0.828233191554645,2.8671527,4.273777,0.8521729854113748,0.8518025772330391,0.8523894397893906,0.8521729854113748
115,58,,test,0.7804940483809036,0.5745557276965019,1.3400207,0.687426722203752,3.7982183,5.138239,0.7605150861775065,0.7002511180884292,0.6726513426551053,0.7605150861775065
116,59,,train,0.8516867469879518,0.6044548153877258,1.413204,0.826956430176173,2.877091,4.2902946,0.851780122571386,0.8514527241756535,0.8519071505084813,0.851780122571386
117,59,,test,0.8434660181748368,0.5216241448906724,1.5271628,0.7612910007974455,2.80342,4.330583,0.7588989291567295,0.7390773170158891,0.7308378122873505,0.7588989291567295
118,60,,train,0.8590361445783132,0.6112687587738037,1.425392,0.8355381588877939,2.807993,4.2333856,0.859423052123873,0.8591600879258462,0.859793691847858,0.859423052123873
119,60,,test,0.835018558812236,0.5289077091934895,1.5285174,0.7511805201804552,2.8194194,4.3479366,0.7616352032034427,0.7320631698009555,0.719009102710829,0.7616352032034427
120,61,,train,0.8525301204819277,0.5926415324211121,1.418529,0.8279186835321951,2.8434033,4.2619324,0.85401663377991,0.8536125859846069,0.8541864096005235,0.85401663377991
121,61,,test,0.7903494176372712,0.5510313892268074,1.3795857,0.6982799850451932,3.449577,4.829163,0.7623361060997267,0.7115422187859665,0.698089666299257,0.7623361060997267
122,62,,train,0.8605421686746988,0.5928215980529785,1.4365783,0.8372717915679171,2.7803268,4.216905,0.8602111429295165,0.8600584403169009,0.8604660670737457,0.8602111429295165
123,62,,test,0.8462818379623704,0.5572145790106098,1.5092046,0.7668152699330559,2.7718258,4.28103,0.7673644066524805,0.7445630689416635,0.7281199293991746,0.7673644066524805
124,63,,train,0.864578313253012,0.6048269867897034,1.4357077,0.8419998846144593,2.7222931,4.1580014,0.8635198927660498,0.8628815775421746,0.8634794064429709,0.8635198927660498
125,63,,test,0.833994624344042,0.5491059587318138,1.4875848,0.7511203434476343,2.9707863,4.4583716,0.7644870391037638,0.7382576596048164,0.7276519960615022,0.7644870391037638
126,64,,train,0.8671686746987952,0.5989297032356262,1.4409887,0.8450162269107078,2.7250917,4.1660805,0.865782402245188,0.8655273985472915,0.8656696528219424,0.865782402245188
127,64,,test,0.8059644182772303,0.5765341691549756,1.3729278,0.7157930148163293,3.507327,4.8802547,0.7497821661901586,0.7062533274167455,0.6918898864823734,0.7497821661901586
128,65,,train,0.8497590361445783,0.6010801196098328,1.4165044,0.8247132347871345,2.8343053,4.25081,0.850614864740942,0.8502931548146994,0.8503671096432666,0.850614864740942
129,65,,test,0.7531038013567132,0.5617026248148032,1.3197157,0.6552386790615893,3.9307978,5.2505136,0.756868598281166,0.6979932794063363,0.689714933220996,0.756868598281166
130,66,,train,0.8571084337349397,0.5837523937225342,1.4456353,0.8332859395011275,2.737088,4.182723,0.8579253202592562,0.8575951603074781,0.8574163550044045,0.8579253202592562
131,66,,test,0.8141558940227825,0.5824426218788619,1.4275999,0.7263613728392977,3.244204,4.6718035,0.7594646857543702,0.7183566991491865,0.6985746680785532,0.7594646857543702
132,67,,train,0.8656024096385542,0.6002563238143921,1.4405496,0.8432044544421166,2.7097363,4.1502857,0.8655109548745915,0.8652264947552072,0.8656117404542097,0.8655109548745915
133,67,,test,0.806348393702803,0.5248948420691847,1.4536005,0.7161837601108194,3.2031565,4.6567574,0.763285146232264,0.7238917704104273,0.7119292461563888,0.763285146232264
134,68,,train,0.8633132530120482,0.5851444005966187,1.4537799,0.8405254119771481,2.6586752,4.1124554,0.8631415701856883,0.8629294314480127,0.8635651917798833,0.8631415701856883
135,68,,test,0.8169717138103162,0.5607298446979272,1.4160028,0.7304095656792534,3.4640865,4.8800898,0.765891121001694,0.7210082283286301,0.698755259922388,0.765891121001694
136,69,,train,0.862710843373494,0.5870477557182312,1.4499421,0.8398274661436246,2.6831598,4.133102,0.8628577062390382,0.8624510859493546,0.862798942076734,0.8628577062390382
137,69,,test,0.8295149110456931,0.5285809979654674,1.4984419,0.7451146207273964,3.0460443,4.544486,0.7579105019644381,0.7257677418431758,0.7093981124649996,0.7579105019644381
138,70,,train,0.8715060240963856,0.5998343825340271,1.4541734,0.8500827386386944,2.6443822,4.0985556,0.8715644711122222,0.8713724548968206,0.8715483679634076,0.8715644711122222
139,70,,test,0.7111224881607577,0.5501113869315948,1.3156016,0.6110753383820191,4.1498094,5.465411,0.762110295914176,0.6975551395982016,0.7054751539397017,0.762110295914176
140,71,,train,0.86,0.5875155329704285,1.4300048,0.8366520516411109,2.7843173,4.214322,0.860462740124782,0.8603671516214506,0.8605628503874233,0.860462740124782
141,71,,test,0.7886855241264559,0.5492429885204262,1.4144583,0.6946598110011408,3.336464,4.750922,0.7599112863311953,0.709564979242607,0.7036854466752904,0.7599112863311953
142,72,,train,0.8737349397590362,0.5836957693099976,1.4752722,0.8526810201082303,2.566604,4.0418763,0.8733347109230741,0.8731461917954617,0.8732913340858147,0.8733347109230741
143,72,,test,0.8226033533853834,0.5416898629060288,1.4852587,0.7367223819349376,3.0524075,4.5376663,0.7697242132745105,0.7364674224459894,0.7268738340956732,0.7697242132745105
144,73,,train,0.8728915662650603,0.5821002125740051,1.4685069,0.8516819405981303,2.619076,4.0875826,0.8720689596967827,0.8720246941818329,0.872381565757511,0.8720689596967827
145,73,,test,0.8606169205170869,0.5487532919624551,1.5254779,0.7852145832875785,2.7510984,4.276576,0.7620611206477379,0.7464134348275552,0.7331163613476205,0.7620611206477379
146,74,,train,0.8765662650602409,0.5855095982551575,1.4670807,0.8559752084983425,2.5976555,4.064736,0.8762003868425942,0.876061356706485,0.8767741332365401,0.8762003868425942
147,74,,test,0.7859976961474465,0.5640101390907623,1.373023,0.6936588209650354,3.6093695,4.982393,0.7668739057255525,0.7159631347193415,0.6986406958956335,0.7668739057255525
148,75,,train,0.8774096385542168,0.596786618232727,1.4678872,0.8569662750602762,2.5525057,4.0203924,0.877136707885615,0.8768561267357684,0.8769855360426276,0.877136707885615
149,75,,test,0.8594649942403686,0.5481817708552761,1.5179461,0.7833797552242143,2.890667,4.408613,0.7558767602107113,0.7387381288921813,0.7277601948472504,0.7558767602107113
150,76,,train,0.8740361445783132,0.584815502166748,1.4765165,0.8530217388777521,2.6008584,4.0773745,0.8740202755745509,0.873872104726564,0.8743338279122149,0.8740202755745509
151,76,,test,0.8365544605145271,0.5794629871731407,1.4761256,0.7555592969667351,2.961049,4.437175,0.7730290519405322,0.7378806541228587,0.7144057033942316,0.7730290519405322
152,77,,train,0.8772289156626506,0.5794495940208435,1.4836731,0.8567625680623687,2.5098543,3.9935272,0.8774110323651303,0.877114117356307,0.8776238027328205,0.8774110323651303
153,77,,test,0.7579674900806348,0.5537702789495211,1.3522245,0.6600783925322811,4.0160007,5.3682256,0.7525285756276449,0.6966621002214021,0.6932104502920431,0.7525285756276449
154,78,,train,0.8816867469879518,0.5838861465454102,1.487426,0.8619678476924786,2.5016654,3.9890914,0.8820272387810617,0.8817612656865822,0.8818270882943656,0.8820272387810617
155,78,,test,0.7953410981697171,0.515264047096183,1.4916549,0.7023036190748159,3.2999558,4.7916107,0.7510786974281671,0.7091596790334733,0.7035081145422845,0.7510786974281671
156,79,,train,0.8722289156626506,0.5860213041305542,1.4690633,0.85092627746674,2.5995073,4.068571,0.8737729056610158,0.8734391350106808,0.8735523917863902,0.8737729056610158
157,79,,test,0.8521694611544861,0.5442040779740338,1.5452586,0.772298181999308,2.654905,4.200164,0.7558374981852856,0.7391502658529078,0.7321165371193775,0.7558374981852856
158,80,,train,0.8818072289156627,0.5824671387672424,1.5011677,0.8620884788713894,2.4191358,3.9203038,0.8814528931408075,0.8815119062134734,0.8822571193373406,0.8814528931408075
159,80,,test,0.8322027390247024,0.54795687403013,1.4716742,0.7491953769067522,3.1987782,4.6704526,0.7624525992267273,0.7287287267006867,0.7053502600262747,0.7624525992267273
160,81,,train,0.8834939759036144,0.5816953778266907,1.4977081,0.86407711564801,2.4437273,3.9414353,0.8831548696148903,0.8828370008107184,0.8828512549557178,0.8831548696148903
161,81,,test,0.8057084346601817,0.5316459708047201,1.4478049,0.7157732353294094,3.4165792,4.864384,0.7576943939242093,0.7136929629759549,0.6970040401184161,0.7576943939242093
162,82,,train,0.8826506024096386,0.5813394784927368,1.4962994,0.8630860338863167,2.4280882,3.9243872,0.8831435508668216,0.882791384793659,0.8829469458262386,0.8831435508668216
163,82,,test,0.8243952387047229,0.5551474531478204,1.5053025,0.7382570936487013,2.957983,4.4632854,0.7643369607718764,0.7315404525037759,0.721658579761117,0.7643369607718764
